,source,author,title,description,urlToImage,publishedAt,content
10,"{'id': 'the-verge', 'name': 'The Verge'}",Andrew J. Hawkins,"China’s largest private automaker launches a new electric vehicle brand, Zeekr","Geely, the largest private automaker in China, is launching a new premium electric vehicle brand called Zeekr. The company, which also owns Geely and a percentage of Daimler, is seeking to expand its EV offerings.",https://cdn.vox-cdn.com/thumbor/0c12AWzK61x20IsBChraxnDyl8U=/0x387:4494x2740/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22391352/1230531190.jpg,2021-03-23T15:28:25Z,"Geely, the parent company of Volvo, is creating a new ecosystem to support the brand
Photo credit should read Costfoto/Barcroft Media via Getty Images
Geely, the Chinese parent company of Volvo, an… [+2463 chars]"
11,"{'id': None, 'name': 'Gizmodo.com'}",Lucas Ropek,Tesla: Now a National Security Threat to China,"Members of the People’s Liberation Army desperate to drive to work with all the style and panache afforded by Elon Musk’s overhyped cars are apparently out of luck. Citing “national security” concerns, the Chinese government has reportedly banned the use of T…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/ezntqfctkaexlh6uqrz2.jpg",2021-03-20T01:15:00Z,"Members of the Peoples Liberation Army desperate to drive to work with all the style and panache afforded by Elon Musks overhyped cars are apparently out of luck. Citing national security concerns, t… [+2368 chars]"
12,"{'id': None, 'name': 'New York Times'}",David E. Sanger,Biden Defines His Underlying Challenge With China: ‘Prove Democracy Works’,"At his news conference on Thursday, the president provided a revealing look into how he viewed the threat from Beijing.",https://static01.nyt.com/images/2021/03/26/us/politics/26dc-MEMO-1/26dc-MEMO-1-facebookJumbo.jpg,2021-03-26T22:46:15Z,"Still, Mr. Bidens discussion of an open contest between two similarly sized superpowers was a significant change for American presidents.
A quarter-century ago, President Bill Clinton would make the… [+1645 chars]"
13,"{'id': None, 'name': 'Gizmodo.com'}",Alyse Stanley,Chinese and Russian Hackers Reportedly Stole Vaccine Data from European Drug Regulator,Both China and Russia were reportedly behind two cyberattacks last year at the European Medicines Agency that compromised documents related to covid-19 vaccines and treatments.Read more...,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/exjoa2a2oedquevzsi4m.jpg",2021-03-07T22:02:00Z,"Both China and Russia were reportedly behind two cyberattacks last year at the European Medicines Agency that compromised documents related to covid-19 vaccines and treatments.
Thats according to so… [+2223 chars]"
14,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,China zoo 'tries to pass dog off as wolf',The animal in the wolf enclosure turned out to be a watchdog raised at the zoo.,https://ichef.bbci.co.uk/news/1024/branded_news/15758/production/_117469878_dog-1.jpg,2021-03-05T18:36:37Z,"By Kerry AllenBBC Monitoring
image copyrightBeijing News
image captionThe zoo's wolf enclosure contained a more docile inhabitant
A zoo in central China has raised eyebrows this week after it was … [+4697 chars]"
15,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Rita Liao,China to ban apps from collecting excessive user data starting May,"Starting May 1, apps in China can no longer force users into providing excessive personal data, according to a document jointly released by a group of the country’s top regulators, the Cyberspace Administration, the Ministry of Industry and Information Techno…",https://techcrunch.com/wp-content/uploads/2018/11/11321542081437_.pic_.jpg?w=553,2021-03-23T04:10:11Z,"Starting May 1, apps in China can no longer force users into providing excessive personal data, according to a document jointly released by a group of the country’s top regulators, the Cyberspace Adm… [+1511 chars]"
16,"{'id': 'bbc-news', 'name': 'BBC News'}",,Why is everyone fighting over the South China Sea?,China claims most of it but surrounding countries and the US disagree. The BBC's Zhaoyin Feng explains why.,https://ichef.bbci.co.uk/images/ic/400xn/p09b95tx.jpg,2021-03-20T00:06:32Z,"The South China Sea is one of the most disputed regions in the world. China claims most of it but surrounding countries and the US disagree.
Tension is building and the area is becoming a regional f… [+109 chars]"
17,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Xinjiang cotton: How do I know if it's in my jeans?,It's at the centre of a row between Western brands and China over allegations of forced labour.,https://ichef.bbci.co.uk/news/1024/branded_news/55DD/production/_117718912_gettyimages-1279509421.jpg,2021-03-26T15:26:34Z,"By Alix KroegerBBC News
image copyrightGetty Images
Xinjiang cotton is some of the best fabric in the world. It's also, human rights campaigners say, produced by forced labour. Some Western brands … [+4084 chars]"
18,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,China's biggest car brand launches rival to Tesla,Geely's new premium electric car brand Zeekr comes as Elon Musk goes on the charm offensive in China.,https://ichef.bbci.co.uk/news/1024/branded_news/C448/production/_117684205_lotus.jpg,2021-03-24T03:16:38Z,"image copyrightGetty Images
image captionThe Lotus Evija is a limited production electric sports car.
China's biggest carmaker Geely is launching a premium electric car brand it hopes will take on … [+2736 chars]"
19,"{'id': None, 'name': 'New York Times'}",Ian Johnson,"Mr. Biden, Enough With the Tough Talk on China",Modest measures can reverse the dangerous decay in relations.,https://static01.nyt.com/images/2021/03/19/opinion/19johnson2/merlin_185227233_999c3c6e-2437-4e66-94a7-5256f968e3d7-facebookJumbo.jpg,2021-03-19T10:28:16Z,"The Trump administrations measures gutted Americas ability to understand China. China, by contrast, still has many reporters and diplomats, and tens of thousands of students in the United States.
Fo… [+1496 chars]"
20,"{'id': None, 'name': 'New York Times'}",David E. Sanger,Biden Clashes With China and Russia in First 60 Days,"It may look like the bad old days of the Cold War, but today’s bitter superpower competition is about technology, cyberconflict and influence operations.",https://static01.nyt.com/images/2021/03/20/us/politics/20dc-assess-1/20dc-assess-1-facebookJumbo.jpg,2021-03-20T09:00:11Z,Its pathway to power is building new networks rather than disrupting old ones. Economists debate when the Chinese will have the worlds largest gross domestic product perhaps toward the end of this de… [+2540 chars]
21,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Russia and China hit back at Western sanctions,"Russia firmly backs China, which is stung by Western sanctions for cracking down on Uighurs.",https://ichef.bbci.co.uk/news/1024/branded_news/17095/production/_117675349_mediaitem117675348.jpg,2021-03-23T12:25:37Z,"image captionThe foreign ministers of Russia and China - Sergei Lavrov (L) and Wang Yi - in Guilin
Russia and China have jointly condemned Western sanctions, a day after the EU, UK, US and Canada bl… [+3092 chars]"
22,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,China approves plan to control Hong Kong elections,Critics say the electoral reforms will effectively wipe out any remaining opposition when enacted.,https://ichef.bbci.co.uk/news/1024/branded_news/1C29/production/_117390270_gettyimages-453722444.jpg,2021-03-11T07:28:56Z,"image copyrightGetty Images
image captionCritics say the electoral reforms will effectively wipe out any remaining opposition when enacted
China's legislature has approved a controversial resolutio… [+1417 chars]"
23,"{'id': 'the-verge', 'name': 'The Verge'}",Chaim Gartenberg,Taser maker Axon teams up with Skydio to sell drones directly to cops,"Axon has announced a new partnership with US-based drone manufacturer Skydio to sell drones with Axon’s software directly to law enforcement groups. The new deal is Axon’s second: it originally worked with DJI, but the China-based drone company is no longer p…",https://cdn.vox-cdn.com/thumbor/jAez6nfJ0H8cxcDCwVR3XKH3TSo=/45x0:1955x1000/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/20081367/Skydio_X2_commercial_drone.jpg,2021-03-11T16:35:52Z,"Following the tarnishing of DJIs image for government drone work
Image: Skydio
Axon the law enforcement company that makes Tasers, police body cameras, and other police and military technologies ha… [+2808 chars]"
24,"{'id': None, 'name': 'New York Times'}",Lara Jakes and Michael Crowley,Blinken Proposes a Foreign Policy Not ‘Disconnected From Our Daily Lives’,"In his first major address, the secretary of state pledged to focus on how diplomacy has a direct effect on regular Americans. At the top of the list: dealing with China.",https://static01.nyt.com/images/2021/03/03/us/politics/03new-was-diplo/03new-was-diplo-facebookJumbo.jpg,2021-03-04T00:25:06Z,"Briefing reporters on the document, the national security adviser, Jake Sullivan, said the guidance was premised on the idea that the United States must be able to engage in great power competition w… [+1095 chars]"
25,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Rita Liao,Boss of Chinese gaming titan NetEase calls for shared parental leave,"China’s relaxation of its one-child restriction has not delivered the population targets set by its policy planners. In 2019, the birth rate in China slumped to a seven-decade low, which experts attribute to changes in social attitudes, skyrocketing living co…",https://techcrunch.com/wp-content/uploads/2021/03/GettyImages-459234798.jpg?w=600,2021-03-04T10:57:44Z,"China’s relaxation of its one-child restriction has not delivered the population targets set by its policy planners. In 2019, the birth rate in China slumped to a seven-decade low, which experts attr… [+2463 chars]"
26,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Tage Kene-Okafor,"How Pariti is connecting founders with capital, resources and talent in emerging markets","According to Startup Genome, Beijing, London, Silicon Valley, Stockholm, Tel Aviv are some of the world’s best startup ecosystems. The data and research organisation uses factors like performance, capital, market reach, connectedness, talent, and knowledge to…",https://techcrunch.com/wp-content/uploads/2021/03/Photo-24-04-2020-14-12-09.jpg?w=600,2021-03-05T09:22:51Z,"According to Startup Genome, Beijing, London, Silicon Valley, Stockholm, Tel Aviv are some of the world’s best startup ecosystems. The data and research organisation uses factors like performance, ca… [+8323 chars]"
27,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Uighurs: EU imposes sanctions on Chinese officials over rights abuses,"For the first time since the Tiananmen Square massacre, the European Union sanctions China over rights abuses.",https://ichef.bbci.co.uk/news/1024/branded_news/6563/production/_116655952_gettyimages-1152108739.jpg,2021-03-22T15:28:09Z,"image copyrightGetty Images
image captionChina has created a sprawling network of detention camps for minorities in the Xinjiang region
The European Union has imposed sanctions on four Chinese offi… [+2251 chars]"
28,"{'id': None, 'name': 'New York Times'}",Catie Edmondson,Asian-American Lawmakers Call Out Racist Language: ‘I Am Not a Virus’,"House lawmakers described the fear and trauma rippling through the Asian-American community, and they argued that an uptick in violence was a result of the rise of anti-China messaging stoked during the pandemic.",https://static01.nyt.com/images/2021/03/18/us/politics/18dc-judiciary/18dc-judiciary-facebookJumbo.jpg,2021-03-18T22:30:01Z,"You can say racist, stupid stuff if you want, but Im asking you to please stop using racist terms like Kung flu or Wuhan virus or other ethnic identifiers in describing this virus, Representative Ted… [+1508 chars]"
29,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Rita Liao,TuSimple’s IPO filing reveals roadblocks for self-driving startups with Chinese ties,"While the governments of the United States and China are pushing policies for technological decoupling, private tech firms continue to tap resources from both sides. In the field of autonomous vehicles, it’s common to see Chinese startups — or startups with a…",https://techcrunch.com/wp-content/uploads/2019/08/TuSimple-Self-Drving-Truck-5.jpg?w=711,2021-03-25T05:15:56Z,"While the governments of the United States and China are pushing policies for technological decoupling, private tech firms continue to tap resources from both sides. In the field of autonomous vehicl… [+2302 chars]"
30,"{'id': None, 'name': 'New York Times'}",The New York Times,"As U.S.-China Policy Shifts, Top Officials Will Meet in Alaska","President Biden is engineering a sharp shift in policy toward China, focused on countering Beijing’s coercive diplomacy and becoming more competitive in critical technologies. The meeting is China’s first opportunity to stand up to the United States’ new lead…",https://static01.nyt.com/images/2021/03/18/us/politics/18new-washington-briefing-biden-china/merlin_185144112_6d3aa429-677f-4c1e-9a09-127dd0468d68-facebookJumbo.jpg,2021-03-18T13:21:16Z,"LiveUpdated March 18, 2021, 9:04 a.m. ET
March 18, 2021, 9:04 a.m. ET
President Biden is engineering a sharp shift in policy toward China, focused on countering Beijings coercive diplomacy and beco… [+10066 chars]"
31,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Rita Liao,How ByteDance plans to crack the gaming industry,"For the last few years, ByteDance, the parent company of short video app TikTok, has been working to diversify its revenue streams beyond advertisement and find more ways to monetize its hundreds of millions of users. One area it is targeting is gaming, which…",https://techcrunch.com/wp-content/uploads/2021/03/Screen-Shot-2021-03-12-at-4.28.09-PM-e1615538825940.png?w=764,2021-03-12T08:42:13Z,"For the last few years, ByteDance, the parent company of short video app TikTok, has been working to diversify its revenue streams beyond advertisement and find more ways to monetize its hundreds of … [+6563 chars]"
32,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Rita Liao,H&M removed from Chinese apps over Xinjiang cotton boycott,"H&M has been removed by major e-commerce and service apps in China after a Communist Party organization barraged it for a statement expressing “deep concern” over allegations of forced labor in Xinjiang’s cotton industry. On Thursday morning, a search for “H&…",https://techcrunch.com/wp-content/uploads/2021/03/GettyImages-1212795203.jpg?w=600,2021-03-25T02:01:08Z,H&amp;M has been removed by major e-commerce and service apps in China after a Communist Party organization barraged it for a statement expressing “deep concern” over allegations of forced labor in X… [+1067 chars]
33,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Taylor Hatmaker,Facebook caught Chinese hackers using fake personas to target Uyghurs abroad,"Facebook on Wednesday announced new actions to disrupt a network of China-based hackers leveraging the platform to compromise targets in the Uyghur community. The group, known to security researchers as “Earth Empusa” “Evil Eye” or “Poison Carp,” targeted aro…",https://techcrunch.com/wp-content/uploads/2020/09/GettyImages-1228003986.jpg?w=600,2021-03-24T18:00:17Z,"Facebook on Wednesday announced new actions to disrupt a network of China-based hackers leveraging the platform to compromise targets in the Uyghur community.
The group, known to security researcher… [+2080 chars]"
34,"{'id': 'mashable', 'name': 'Mashable'}",Adam Rosenberg,Elon Musk explains why Tesla would never share data with China *or* the U.S.,"Elon Musk skipped his preferred platform of Twitter for this latest round of corporate diplomacy, so you know he's serious.
Musk spoke up over the weekend after a Friday report from the Wall Street Journal revealed that China would bar ""military staff and emp…",https://mondrian.mashable.com/2021%252F03%252F21%252F89%252F9f7942aa0441411c9271c46872619260.d72d7.jpg%252F1200x630.jpg?signature=0chz3FMszTqn5Gc6BUFXN2vXgrk=,2021-03-21T16:38:50Z,"Elon Musk skipped his preferred platform of Twitter for this latest round of corporate diplomacy, so you know he's serious.
Musk spoke up over the weekend after a Friday report from the Wall Street … [+2447 chars]"
35,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/igor-bonifacic,Baidu earns permission to test paid driverless taxi in Cangzhou,Cangzhou granted the company's Apollo Go service permission to run commercialization tests with 35 cars.,https://s.yimg.com/uu/api/res/1.2/fgoAosUWFeDMUIWocGU2QA--~B/aD00NTA7dz02NzU7YXBwaWQ9eXRhY2h5b24-/https://s.yimg.com/os/creatr-uploaded-images/2021-03/add0c050-85c6-11eb-9df7-af57add0c012.cf.jpg,2021-03-15T19:50:00Z,"After it first started testing autonomous vehicles in Cangzhou, China last summer, Baidu has now obtained the necessary permits to experiment with how it will monetize those vehicles. The city, locat… [+1069 chars]"
36,"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Electric Car Company Nio Shuts Down Temporarily in China Over Global Chip Shortage,"China’s electric car startup Nio will shut down for five days due to the global semiconductor shortage, the company announced on Friday in a press release. The five day shutdown will start on Monday and will mean the company produces slightly fewer cars this …","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/lwlaaq6nnt1axsmvyn30.jpg",2021-03-26T11:30:00Z,"Chinas electric car startup Nio will shut down for five days due to the global semiconductor shortage, the company announced on Friday in a press release. The five day shutdown will start on Monday a… [+1521 chars]"
37,"{'id': None, 'name': 'New York Times'}",Catie Edmondson,Asian-American Lawmakers Call Out Racist Language: ‘I Am Not a Virus’,"House lawmakers described the fear and trauma rippling through the Asian-American community, and they argued that an uptick in violence was a result of the rise of anti-China messaging stoked during the pandemic.",https://static01.nyt.com/images/2021/03/18/us/politics/18dc-judiciary/18dc-judiciary-facebookJumbo.jpg,2021-03-18T22:30:01Z,"You can say racist, stupid stuff if you want, but Im asking you to please stop using racist terms like Kung flu or Wuhan virus or other ethnic identifiers in describing this virus, Representative Ted… [+1508 chars]"
38,"{'id': None, 'name': 'New York Times'}",Julian E. Barnes,The Intelligence on Russia Was Clear. It Was Not Always Presented That Way.,"A newly declassified intelligence report made clear that government agencies long knew of Russia’s work to aid Donald Trump, but he and allies muddied the waters.",https://static01.nyt.com/images/2021/03/17/us/politics/17dc-intel1/17dc-intel1-facebookJumbo.jpg,2021-03-17T23:06:48Z,"Senior Trump administration officials comments about China were also at odds with the report.
John Ratcliffe, Mr. Trumps final director of national intelligence, said publicly before and after the e… [+1920 chars]"
39,"{'id': None, 'name': 'New York Times'}",Elsie Chen and Sui-Lee Wee,"China Tried to Slow Divorces by Making Couples Wait. Instead, They Rushed.","A new rule requiring a cooling-off period before a divorce could be granted led to an outcry, as well as a surge of applications to beat the deadline.",https://static01.nyt.com/images/2021/02/28/world/28china-divorce-1sub/28china-divorce-1sub-facebookJumbo.jpg,2021-02-27T04:06:49Z,"That same evening, Ms. Shi got an appointment and her divorce came through the next morning. Im very grateful, she said. In her view, she said, it is marriage that needs a cooling-off period, not div… [+1604 chars]"
40,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,China vows crackdown on sand mining on Yangtze - Reuters,"China has launched a crackdown on illegal sand mining operations on the Yangtze river, which have made large parts of central China more vulnerable to drought.",https://static.reuters.com/resources/r/?m=02&d=20210316&t=2&i=1555005881&r=LYNXMPEH2F005&w=800,2021-03-16T00:17:00Z,"By Reuters Staff
FILE PHOTO: A boat lies ashore near Jiujiang Yangtze River Bridge that crosses from Hubei province into Jiujiang, Jiangxi province, China, January 31, 2020. REUTERS/Thomas Peter
SH… [+1711 chars]"
41,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,China IMCAS's COVID-19 vaccine obtained emergency use approval in China - Reuters,"A COVID-19 vaccine developed by the Institute of Microbiology of Chinese Academy of Sciences (IMCAS) has obtained the greenlight for emergency use in China, the institute said on Monday, marking the country's fifth vaccine eligible for some scale of use.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-15T13:59:00Z,"By Reuters Staff
BEIJING, March 15 (Reuters) - A COVID-19 vaccine developed by the Institute of Microbiology of Chinese Academy of Sciences (IMCAS) has obtained the greenlight for emergency use in C… [+1267 chars]"
42,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"China says China-U.S. talks were candid, constructive and beneficial - Reuters","China's top diplomat, Yang Jiechi, said two days of talks with the United States in Alaska that ended on Friday were candid, constructive and beneficial, while adding: ""But of course, there are still differences,"" China's CGTN television network reported.",https://static.reuters.com/resources/r/?m=02&d=20210319&t=2&i=1555534153&r=LYNXMPEH2I1EG&w=800,2021-03-19T21:14:00Z,"By Reuters Staff
FILE PHOTO: Yang Jiechi, director of the Central Foreign Affairs Commission Office for China, addresses the U.S. delegation at the opening session of U.S.-China talks at the Captain… [+773 chars]"
43,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,China embassy takes swipe at 'fusty' Japan over South China Sea - Reuters,"China's embassy in the Philippines has blamed ""some external countries"" for stoking tensions in the region, in remarks aimed at Japan after its ambassador stressed the need for peace and stability and in the South China Sea.",https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556026908&r=LYNXMPEH2N10V&w=800,2021-03-24T11:32:00Z,"By Reuters Staff
MANILA (Reuters) - Chinas embassy in the Philippines has blamed some external countries for stoking tensions in the region, in remarks aimed at Japan after its ambassador stressed t… [+1927 chars]"
44,"{'id': None, 'name': 'New York Times'}",Lara Jakes,"In First Talks, Dueling Accusations Set Testy Tone for U.S.-China Diplomacy","U.S. officials said the two days of discussions would continue, but accused the Chinese delegation of violating the format for meetings that had sought to find common ground between the superpowers.",https://static01.nyt.com/images/2021/03/18/us/politics/18dc-diplo-china/18dc-diplo-china-facebookJumbo.jpg,2021-03-19T01:37:34Z,"As journalists were again asked to leave after the American response, Mr. Yang turned directly to the TV cameras and said, in English, Wait. He then launched into another long critique of U.S. policy… [+1751 chars]"
45,"{'id': 'reuters', 'name': 'Reuters'}",Laurie Goering,Analysis: China expected to favour green tech over coal in new five-year plan - Reuters,"China, which long targeted rapid industrial growth despite its environmental consequences, now aims to become the global leader in ""low-carbon tech for a carbon-constrained world"" as it unveils its new five-year plan this week, China analysts said.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-01T20:22:00Z,"LONDON (Thomson Reuters Foundation) - China, which long targeted rapid industrial growth despite its environmental consequences, now aims to become the global leader in low-carbon tech for a carbon-c… [+4213 chars]"
46,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,China summons British ambassador over 'inappropriate' article - Reuters,"China summoned Britain's ambassador in Beijing on Tuesday to lodge ""stern representations"" over an ""inappropriate"" article she wrote defending recent international media coverage on China, the foreign ministry said.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-09T16:43:00Z,"By Reuters Staff
BEIJING (Reuters) - China summoned Britains ambassador in Beijing on Tuesday to lodge stern representations over an inappropriate article she wrote defending recent international me… [+2537 chars]"
47,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Foreign journalists in China see 'rapid decline in media freedom': survey - Reuters,"China used coronavirus prevention measures, intimidation and visa curbs to limit foreign reporting in 2020, ushering in a ""rapid decline in media freedom,"" the Foreign Correspondents' Club of China (FCCC) said on Monday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-01T05:06:00Z,"By Reuters Staff
BEIJING (Reuters) - China used coronavirus prevention measures, intimidation and visa curbs to limit foreign reporting in 2020, ushering in a rapid decline in media freedom, the For… [+1895 chars]"
