,source,author,title,description,urlToImage,publishedAt,content
10,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Coronavirus: France accuses UK of 'blackmail' over vaccine exports,The row over Covid vaccination supplies escalates after France's foreign minister criticises the UK.,https://ichef.bbci.co.uk/news/1024/branded_news/0516/production/_117720310_tv066099101.jpg,2021-03-26T15:42:36Z,"image captionFrance's vaccine rollout - along with the rest of the EU - is lagging behind the UK's
France has accused the UK of ""blackmail"" over its handling of coronavirus vaccine exports, amid con… [+5101 chars]"
11,"{'id': None, 'name': 'New York Times'}",Roslyn Sulcas,"Patrick Dupond, French Ballet Virtuoso, Dies at 61","Renowned as both a star dancer and the director of the Paris Opera Ballet, he was a household name in France from an early age.",https://static01.nyt.com/images/2021/03/11/obituaries/11Dupond2/11Dupond2-facebookJumbo.jpg,2021-03-13T17:02:01Z,"At 16, Mr. Dupond was accepted into the Paris Opera Ballet, and Mr. Bozzoni suggested he enter the Varna competition. After winning the gold medal, he steadily ascended the Paris Opera ranks although… [+1712 chars]"
12,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Anthony Ha,Piano acquires analytics company AT Internet,"Piano is expanding its platform for digital publishers with the acquisition of AT Internet, a 25-year-old analytics company based in France. Even if you don’t recognize Piano as a company, TechCrunch readers will probably be familiar with the product, since w…",https://techcrunch.com/wp-content/uploads/2021/02/GettyImages-1173032433.jpg?w=640,2021-03-02T14:00:51Z,"Piano is expanding its platform for digital publishers with the acquisition of AT Internet, a 25-year-old analytics company based in France.
Even if you dont recognize Piano as a company, TechCrunch… [+2125 chars]"
13,"{'id': 'bbc-news', 'name': 'BBC News'}",,Six Nations 2021: England v France - Max Malins to make first start,Max Malins will make his first start for England after being named at full-back for Saturday's Six Nations match with France at Twickenham.,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/13590/production/_97584297_breaking_news.png,2021-03-11T11:00:15Z,"<table><tr><th>Guinness Six Nations: England v France</th></tr>
<tr><td>Venue: Twickenham Stadium Date: Saturday, 13 March Kick-off: 16:45 GMT</td></tr><tr><td>Coverage: Listen to commentary on BBC … [+826 chars]"
14,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,WTA roundup: Kristina Mladenovic survives upset bid at Lyon - Reuters,"Fourth-seeded Kristina Mladenovic of France survived a two-hour, 42-minute test in Tuesday's first round to advance in the Lyon Open in France.",https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553519055&r=LYNXNPEH211L8&w=800,2021-03-02T23:15:00Z,"By Reuters Staff
FILE PHOTO: Tennis - French Open - Roland Garros, Paris, France - September 29, 2020 France's Kristina Mladenovic during her first round match against Germany's Laura Siegemund REUT… [+1528 chars]"
15,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Former Sarkozy minister Bertrand says will run for president in 2022 - Reuters,"Xavier Bertrand, a former minister who now leads the Hauts-de-France region in northern France, said in a magazine interview he would run for president in 2022.",https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556078889&r=LYNXMPEH2N1SI&w=800,2021-03-24T18:28:00Z,"By Reuters Staff
FILE PHOTO: Hauts-de-France region president Xavier Bertrand, wearing a protective face mask, is seen before a meeting at the Bridgestone's tyre plant in Bethune, France, September … [+680 chars]"
16,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,France coronavirus: Paris cuts non-Covid treatment amid intensive care surge,"Non-coronavirus care is reduced by 40% but a new lockdown is a ""last resort"", officials say.",https://ichef.bbci.co.uk/news/1024/branded_news/12822/production/_117501857_mediaitem117501856.jpg,2021-03-09T11:40:40Z,"image captionThe ICU unit at the Melun-Senart hospital near Paris. The situation in the region is ""very tense""
Hospitals in and around Paris have been told to reduce non-Covid treatments by 40%, as … [+3531 chars]"
17,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,France to return Klimt painting sold under duress during Nazi era,A Jewish family was forced to sell Rosiers sous les Arbres after the Nazis annexed Austria in 1938.,https://ichef.bbci.co.uk/news/1024/branded_news/156EC/production/_117588778_066252643.jpg,2021-03-16T00:38:36Z,"image captionRosiers sous les Arbres is the only painting by Gustav Klimt owned by the French state, culture minister Roselyne Bachelot said
France is to return a painting by the Austrian artist Gus… [+2068 chars]"
18,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Tour de France to start from Bilbao in 2023 - organisers - Reuters,"The 2023 Tour de France will set off from Bilbao, marking the sixth time in 10 editions that the world's most famous cycling race starts outside France, its organisers said on Friday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-26T10:59:41Z,"By Reuters Staff
PARIS (Reuters) - The 2023 Tour de France will set off from Bilbao, marking the sixth time in 10 editions that the worlds most famous cycling race starts outside France, its organis… [+463 chars]"
19,"{'id': 'reuters', 'name': 'Reuters'}",,"Airbus to avoid redundancies in Germany, France, Britain - Reuters.com","Airbus to avoid redundancies in Germany, France, Britain  Reuters.com",,2021-03-04T12:15:50Z,"FILE PHOTO: The logo of Airbus is pictured at the entrance of the Airbus facility in Bouguenais, near Nantes, France, July 2, 2020. REUTERS/Stephane Mahe
reboot-live
Reuters Staff
BERLIN (Reuters)… [+1844 chars]"
20,"{'id': 'reuters', 'name': 'Reuters'}",,France may need to impose strict lockdown - hospital professor - Reuters,France may need to impose strict lockdown - hospital professor  Reuters,,2021-03-25T10:37:40Z,"Healthcare
Reuters Staff
PARIS, March 25 (Reuters) - A strict lockdown in France may be the only way to avoid a major crisis within the hospital system, Professor Philippe Juvin from the Georges Po… [+436 chars]"
21,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/kris-holt,Sonos now has a 24-bit music streaming option,Qobuz is the first service to offer that level of audio streaming quality through Sonos speakers.,https://s.yimg.com/os/creatr-uploaded-images/2021-03/a8ff5190-7eb4-11eb-b3d7-baac4a7e9cb6,2021-03-24T13:00:56Z,Qobuz is bringing 24-bit high-res streaming to Sonos speakers. It's the first music service to offer that level of high-fidelity audio on the devices. Sonos added support for the French platform in t… [+500 chars]
22,"{'id': 'bbc-news', 'name': 'BBC News'}",,England are at 'end of an era' - Ugo Monye,Former England wing Ugo Monye says England have to face up to the end of an era and make sweeping changes after the worst Six Nations campaign in a generation.,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/16AAF/production/_117674829_vunipola_getty.jpg,2021-03-23T10:59:23Z,"England had beaten Ireland in their previous four meetings before Saturday's defeat in Dublin
England are at the end of an era and need to make sweeping changes, says former wing Ugo Monye. 
Englan… [+3321 chars]"
23,"{'id': 'reuters', 'name': 'Reuters'}",,Sarkozy says he is ready to sue France before European court to prove innocence - Reuters,Sarkozy says he is ready to sue France before European court to prove innocence  Reuters,,2021-03-02T18:43:18Z,"FILE PHOTO: Former French President Nicolas Sarkozy, wearing a protective face mask, arrives for the verdict in his trial on charges of corruption and influence peddling, at Paris courthouse, France,… [+892 chars]"
24,"{'id': 'reuters', 'name': 'Reuters'}",Matthias Blamont,France uses only quarter of Astrazeneca vaccine doses: ministry - Reuters,"France has used only a quarter of its AstraZeneca COVID-19 vaccine doses, a health ministry official indicated on Tuesday, saying its utilisation rate stood at 24% as of Feb. 28, well below a target set at 80-85%.",https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553457152&r=LYNXMPEH210UY&w=800,2021-03-02T13:30:00Z,"PARIS (Reuters) - France has used only a quarter of its AstraZeneca COVID-19 vaccine doses, a health ministry official indicated on Tuesday, saying its utilisation rate stood at 24% as of Feb. 28, we… [+2104 chars]"
25,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France could block vaccine shipments, similar to Italy: Veran - Reuters","France could block shipments abroad of COVID-19 vaccines, similar to moves on this front by Italy, said French Health Minister Olivier Veran on Friday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-05T08:18:00Z,"By Reuters Staff
PARIS (Reuters) - France could block shipments abroad of COVID-19 vaccines, similar to moves on this front by Italy, said French Health Minister Olivier Veran on Friday.
Asked by B… [+421 chars]"
26,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France eases ban on AstraZeneca vaccine for over-65s - Reuters,"People in France aged over 65 with existing health problems can be given the AstraZeneca COVID-19 vaccine, France's health minister said on Monday, departing from Paris's earlier stance that the vaccine should be for under-65s only.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-01T20:00:00Z,"By Reuters Staff
PARIS, March 1 (Reuters) - People in France aged over 65 with existing health problems can be given the AstraZeneca COVID-19 vaccine, Frances health minister said on Monday, departi… [+1118 chars]"
27,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France reports 23,996 new COVID-19 cases, 186 deaths - Reuters","France on Saturday reported 23,996 new confirmed COVID-19 cases in the space of 24 hours, down from 25,207 the previous day, data from the health ministry showed.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-02-27T20:14:00Z,"By Reuters Staff
PARIS, Feb 27 (Reuters) - France on Saturday reported 23,996 new confirmed COVID-19 cases in the space of 24 hours, down from 25,207 the previous day, data from the health ministry … [+106 chars]"
28,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France bans far-right, anti-migrant group: interior minister - Reuters","France on Wednesday banned far-right group Generation Identitaire, which is known to be hostile to migrants, for incitement to discrimination, hatred and violence, Interior Minister Gerald Darmanin said.",https://static.reuters.com/resources/r/?m=02&d=20210303&t=2&i=1553594871&r=LYNXMPEH220TD&w=800,2021-03-03T13:07:00Z,"By Reuters Staff
PARIS (Reuters) - France on Wednesday banned far-right group Generation Identitaire, which is known to be hostile to migrants, for incitement to discrimination, hatred and violence,… [+439 chars]"
29,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Rare Bernini drawing to go on sale in France - Reuters,"A rare drawing by the Italian Baroque artist Gian Lorenzo Bernini is to go on sale on March 20 at an auction house in Compiegne, the French northern city where it was discovered six months ago.",https://static.reuters.com/resources/r/?m=02&d=20210305&t=2&i=1553887726&r=LYNXMPEH24135&w=800,2021-03-05T16:28:00Z,"By Reuters Staff
PARIS (Reuters) - A rare drawing by the Italian Baroque artist Gian Lorenzo Bernini is to go on sale on March 20 at an auction house in Compiegne, the French northern city where it … [+1076 chars]"
30,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France welcomes U.S, EU tariff freeze in aircraft dispute - Reuters.com",France welcomed news on Friday that the European Union and the United States had agreed to suspend for four months tariffs imposed in a dispute over aircraft subsidies.,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-05T17:43:00Z,"By Reuters Staff
PARIS, March 5 (Reuters) - France welcomed news on Friday that the European Union and the United States had agreed to suspend for four months tariffs imposed in a dispute over aircr… [+283 chars]"
31,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France fells oaks to rebuild the Notre-Dame spire - Reuters,"In a former royal forest, tree surgeons on Monday began felling centuries-old oak trees which will be used to rebuild the wooden-framed spire of Notre-Dame de Paris after it was destroyed by fire.",https://static.reuters.com/resources/r/?m=02&d=20210308&t=2&i=1554174580&r=LYNXMPEH271GD&w=800,2021-03-08T19:01:00Z,"By Reuters Staff
JUPILLES, France (Reuters) - In a former royal forest, tree surgeons on Monday began felling centuries-old oak trees which will be used to rebuild the wooden-framed spire of Notre-D… [+1618 chars]"
32,"{'id': 'reuters', 'name': 'Reuters'}","Dominique Vidalon, Sudip Kar-Gupta",UPDATE 2-Meridiam could buy all Suez activities in France under new Veolia offer - Reuters,UPDATE 2-Meridiam could buy all Suez activities in France under new Veolia offer  Reuters,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T13:57:00Z,"* Suez offered chance to keep French activities together
* Meridiam has confirmed interest in French business
* Suez says Veolias latest proposal lacks seriousness (Adds Suez reaction)
PARIS, Marc… [+2327 chars]"
33,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,REFILE-UPDATE 1-Meridiam could buy all Suez activities in France under new Veolia offer - Reuters,REFILE-UPDATE 1-Meridiam could buy all Suez activities in France under new Veolia offer  Reuters,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T11:14:00Z,"By Reuters Staff
(Removes extraneous line in bullet points)
* Suez offered to preserve French activities within one entity
* Meridiam has confirmed interest in taking over that entity
* Veolia no… [+2037 chars]"
34,"{'id': 'reuters', 'name': 'Reuters'}",,Germany's Merck in fresh investment to make bioreactor gear in France - Reuters UK,Germany's Merck in fresh investment to make bioreactor gear in France  Reuters UK,,2021-03-17T17:16:58Z,"FILE PHOTO: A logo of drugs and chemicals group Merck KGaA is pictured in Darmstadt, Germany January 28, 2016. REUTERS/Ralph Orlowski
Business News
Ludwig Burger
FRANKFURT (Reuters) - Germanys Mer… [+1438 chars]"
35,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France to announce new COVID-19 measures on Thursday - Reuters,"French Prime Minister Jean Castex will announce new COVID-19 measures on Thursday, government spokesman Gabriel Attal told reporters after a cabinet meeting.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-17T12:55:00Z,"By Reuters Staff
PARIS, March 17 (Reuters) - French Prime Minister Jean Castex will announce new COVID-19 measures on Thursday, government spokesman Gabriel Attal told reporters after a cabinet meet… [+64 chars]"
36,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France eases COVID-19 restrictions on international travel - Reuters,"France will ease some COVID-19 restrictions on international travel outside Europe, the foreign ministry said on Thursday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T14:14:00Z,"By Reuters Staff
PARIS (Reuters) - France will ease some COVID-19 restrictions on international travel outside Europe, the foreign ministry said on Thursday.
The ministry said in a statement that t… [+1411 chars]"
37,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France proposes common US-EU taxonomy for green finance - Reuters,French Finance Minister Bruno Le Maire said that during a meeting with U.S. climate change envoy John Kerry he had proposed that the United States and Europe work on a common taxonomy for green finance.,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-10T14:34:00Z,"By Reuters Staff
PARIS, March 10 (Reuters) - French Finance Minister Bruno Le Maire said that during a meeting with U.S. climate change envoy John Kerry he had proposed that the United States and Eu… [+474 chars]"
38,"{'id': 'reuters', 'name': 'Reuters'}",Dasha Afanasieva,Breakingviews - Danone CEO exit gives France governance upgrade - Reuters,Activist shareholders may find a more receptive audience in Paris. The ouster of Danone boss Emmanuel Faber shows French companies can no longer be impervious to uppity investors. Other underperformers should be nervous.,https://static.reuters.com/resources/r/?m=02&d=20210315&t=2&i=1554929032&r=LYNXMPEH2E0UU&w=800,2021-03-15T11:37:00Z,"Company logos are seen on products displayed before French food group Danone 2019 annual results presentation in Paris, France, February 26, 2020. 
LONDON (Reuters Breakingviews) - Activist sharehol… [+2870 chars]"
39,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Parts of France enter lockdown amid confusion and frustration - Reuters,Nearly a third of French people entered a month-long lockdown on Saturday with many expressing fatigue and confusion over the latest set of restrictions aimed at containing the spread of the highly contagious coronavirus.,https://static.reuters.com/resources/r/?m=02&d=20210320&t=2&i=1555580472&r=LYNXMPEH2J087&w=800,2021-03-20T13:12:00Z,"By Reuters Staff
PARIS (Reuters) - Nearly a third of French people entered a month-long lockdown on Saturday with many expressing fatigue and confusion over the latest set of restrictions aimed at c… [+2366 chars]"
40,"{'id': 'reuters', 'name': 'Reuters'}",John Irish,France summons Chinese envoy over 'unacceptable' insults - Reuters.com,"France summoned China's ambassador on Tuesday to underscore the unacceptable nature of insults and threats aimed at French lawmakers and a researcher, and Beijing's decision to sanction some European officials, a French foreign ministry source said.",https://static.reuters.com/resources/r/?m=02&d=20210323&t=2&i=1555888654&r=LYNXMPEH2M0WS&w=800,2021-03-23T12:40:00Z,"FILE PHOTO: Chinese Ambassador in France Lu Shaye attends the MEDEF union summer forum renamed La Rencontre des Entrepreneurs de France, LaREF, at the Paris Longchamp Racecourse in Paris, France, Aug… [+1854 chars]"
41,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France reports 26,343 new COVID-19 cases - Reuters","France reported on Sunday 26,343 new COVID-19 cases, down from 29,759 the previous day, the latest data from the health ministry showed.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-14T18:06:54Z,"By Reuters Staff
PARIS, March 14 (Reuters) - France reported on Sunday 26,343 new COVID-19 cases, down from 29,759 the previous day, the latest data from the health ministry showed.
The number of p… [+310 chars]"
42,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Covid virus situation worsening everywhere in France - government - Reuters,"The COVID-19 virus situation is worsening everywhere in France, government spokesman Gabriel Attal said on Wednesday. (Reporting by Sudip Kar-Gupta, Editing by GV De Clercq)",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-24T13:14:00Z,"By Reuters Staff
PARIS, March 24 (Reuters) - The COVID-19 virus situation is worsening everywhere in France, government spokesman Gabriel Attal said on Wednesday. (Reporting by Sudip Kar-Gupta, Edit… [+19 chars]"
43,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"CORRECTED-France reports 26,788 new coronavirus cases, well below last week's 2021 high - Reuters","France reported 26,788 new coronavirus infections on Wednesday, down sharply from the 2021 high of 31,519 registered last week Wednesday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-03T17:36:00Z,"By Reuters Staff
(Corrects headline to read cases, not deaths)
PARIS, March 3 (Reuters) - France reported 26,788 new coronavirus infections on Wednesday, down sharply from the 2021 high of 31,519 r… [+152 chars]"
44,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France to summon Chinese ambassador over threats, insults - Reuters","France's foreign ministry has summoned China's ambassador over repeated insults and threats aimed at French lawmakers and a researcher, its spokeswoman said on Monday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-22T18:28:00Z,"By Reuters Staff
PARIS (Reuters) -Frances foreign ministry has summoned Chinas ambassador over repeated insults and threats aimed at French lawmakers and a researcher, its spokeswoman said on Monday… [+1669 chars]"
45,"{'id': 'reuters', 'name': 'Reuters'}",Lawrence White,Barclays expands private bank to France and Italy - Reuters,Barclays has expanded its private banking business to France and Italy as it seeks to grow its European wealth business in the wake of Britain's exit from the European Union.,https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555724576&r=LYNXMPEH2L0QR&w=800,2021-03-22T09:39:00Z,"FILE PHOTO: Workers are seen at Barclays bank offices in the Canary Wharf financial district in London, Britain, November 17, 2017. REUTERS/Toby Melville
LONDON (Reuters) - Barclays has expanded its… [+1872 chars]"
46,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France proposes common U.S.-EU rules for green finance - Reuters,"Europe and the United States should agree on common rules to determine how 'green' a financial investment is, France's finance minister said on Wednesday after talks with U.S. President Joe Biden's climate envoy.",https://static.reuters.com/resources/r/?m=02&d=20210310&t=2&i=1554408851&r=LYNXMPEH2914R&w=800,2021-03-10T15:19:00Z,"By Reuters Staff
U.S. Special Presidential Envoy for Climate John Kerry elbow bumps with French Economy and Finance Minister Bruno Le Maire as he leaves after a meeting at the Bercy Finance Ministry… [+1340 chars]"
47,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,France eases COVID-19 restrictions on international travellers - Reuters,"France will ease some COVID-19 restrictions on international travel outside Europe, the foreign ministry said on Thursday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T12:58:00Z,"By Reuters Staff
PARIS, March 11 (Reuters) - France will ease some COVID-19 restrictions on international travel outside Europe, the foreign ministry said on Thursday.
The ministry said in a statem… [+448 chars]"
48,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France reports 4,219 people in intensive care with coronavirus - Reuters","French health authorities reported on Monday that the number of people in intensive care units with COVID-19 had risen by 92 in the previous 24 hours to 4,219, the highest level since late November.",https://static.reuters.com/resources/r/?m=02&d=20210315&t=2&i=1554964767&r=LYNXMPEH2E1C3&w=800,2021-03-15T16:54:00Z,"By Reuters Staff
A medical crew from Angers hospital carries a patient suffering from the coronavirus disease (COVID-19) on a stretcher after his transfer by a helicopter of French SAMU rescue team,… [+727 chars]"
49,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Fire breaks out in OVH building in Strasbourg, France - Reuters","Fire broke out early on Wednesday in a building used by French cloud computing company OVH in the eastern city of Strasbourg, local police and OVH said.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-10T07:41:00Z,"By Reuters Staff
PARIS (Reuters) - Fire broke out early on Wednesday in a building used by French cloud computing company OVH in the eastern city of Strasbourg, local police and OVH said.
Around on… [+258 chars]"
50,"{'id': 'reuters', 'name': 'Reuters'}",Blake Brittain,4th Circuit rules for France in 'France.com' trademark dispute - Reuters,"France is immune from U.S. trademark infringement claims brought by the former owner of France.com, the 4th U.S. Circuit Court of Appeals ruled Thursday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-25T20:12:00Z,"France is immune from U.S. trademark infringement claims brought by the former owner of France.com, the 4th U.S. Circuit Court of Appeals ruled Thursday.
The French government didnt engage in commer… [+297 chars]"
51,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"France reports 65,373 new confirmed coronavirus cases - Reuters","France reported 65,373 new coronavirus cases on Wednesday, more than four times the number of cases officially registered the previous day, health ministry data showed.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-24T22:59:00Z,"By Reuters Staff
PARIS, March 24 (Reuters) - France reported 65,373 new coronavirus cases on Wednesday, more than four times the number of cases officially registered the previous day, health minist… [+139 chars]"
52,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,French MP and billionaire Dassault dies in helicopter crash,President Macron says Olivier Dassault's death in a helicopter crash in Calvados is a great loss.,https://ichef.bbci.co.uk/news/1024/branded_news/83B3/production/_115651733_breaking-large-promo-nc.png,2021-03-07T18:46:48Z,"French MP and billionaire Olivier Dassault has died in a helicopter crash in north-western France.
No details have been given of the accident which occurred in the region of Calvados. 
In his tribu… [+241 chars]"
